mode,load_profile_name,bridge_type,k,issue_time,scenario_id,scenario_weight,medoid_type,raw_scenario_id
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 18:00:00,2,0.268,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 18:00:00,3,0.336,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 18:00:00,4,0.28,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 19:00:00,0,0.154,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 19:00:00,1,0.048,low_pv_shortfall_tail,141
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 19:00:00,2,0.38,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 19:00:00,3,0.17,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 19:00:00,4,0.248,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 20:00:00,0,0.542,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 20:00:00,1,0.028,low_pv_shortfall_tail,491
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 20:00:00,2,0.152,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 20:00:00,3,0.222,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 20:00:00,4,0.056,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 21:00:00,0,0.1,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 21:00:00,1,0.052,low_pv_shortfall_tail,339
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 21:00:00,2,0.054,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 21:00:00,3,0.18,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 21:00:00,4,0.614,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 22:00:00,0,0.072,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 22:00:00,1,0.028,low_pv_shortfall_tail,184
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 22:00:00,2,0.548,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 22:00:00,3,0.24,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 22:00:00,4,0.112,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 23:00:00,0,0.242,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 23:00:00,1,0.052,low_pv_shortfall_tail,54
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 23:00:00,2,0.158,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 23:00:00,3,0.378,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-28 23:00:00,4,0.17,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 00:00:00,0,0.194,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 00:00:00,1,0.052,low_pv_shortfall_tail,286
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 00:00:00,2,0.554,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 00:00:00,3,0.088,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 00:00:00,4,0.112,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 01:00:00,0,0.408,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 01:00:00,1,0.032,low_pv_shortfall_tail,315
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 01:00:00,2,0.09,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 01:00:00,3,0.266,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 01:00:00,4,0.204,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 02:00:00,0,0.376,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 02:00:00,1,0.064,low_pv_shortfall_tail,139
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 02:00:00,2,0.212,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 02:00:00,3,0.144,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 02:00:00,4,0.204,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 03:00:00,0,0.102,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 03:00:00,1,0.032,low_pv_shortfall_tail,392
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 03:00:00,2,0.23,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 03:00:00,3,0.076,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 03:00:00,4,0.56,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 04:00:00,0,0.246,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 04:00:00,1,0.034,low_pv_shortfall_tail,254
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 04:00:00,2,0.38,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 04:00:00,3,0.23,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 04:00:00,4,0.11,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 05:00:00,0,0.174,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 05:00:00,1,0.066,low_pv_shortfall_tail,243
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 05:00:00,2,0.082,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 05:00:00,3,0.196,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 05:00:00,4,0.482,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 06:00:00,0,0.196,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 06:00:00,1,0.012,low_pv_shortfall_tail,342
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 06:00:00,2,0.054,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 06:00:00,3,0.576,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 06:00:00,4,0.162,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 07:00:00,0,0.078,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 07:00:00,1,0.026,low_pv_shortfall_tail,69
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 07:00:00,2,0.258,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 07:00:00,3,0.506,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 07:00:00,4,0.132,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 08:00:00,0,0.04,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 08:00:00,1,0.092,low_pv_shortfall_tail,417
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 08:00:00,2,0.152,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 08:00:00,3,0.298,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 08:00:00,4,0.418,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 09:00:00,0,0.128,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 09:00:00,1,0.054,low_pv_shortfall_tail,381
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 09:00:00,2,0.266,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 09:00:00,3,0.364,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 09:00:00,4,0.188,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 10:00:00,0,0.004,high_netload_tail,437
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 10:00:00,1,0.086,low_pv_shortfall_tail,493
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 10:00:00,2,0.04,dct_risk_tail,423
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 10:00:00,3,0.102,typical,496
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 10:00:00,4,0.768,typical,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 11:00:00,0,0.038,high_netload_tail,23
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 11:00:00,1,0.038,low_pv_shortfall_tail,254
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 11:00:00,2,0.02,dct_risk_tail,228
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 11:00:00,3,0.282,typical,62
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 11:00:00,4,0.622,typical,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 12:00:00,0,0.072,high_netload_tail,492
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 12:00:00,1,0.038,low_pv_shortfall_tail,231
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 12:00:00,2,0.052,dct_risk_tail,9
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 12:00:00,3,0.672,typical,26
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 12:00:00,4,0.166,typical,201
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 13:00:00,0,0.066,high_netload_tail,23
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 13:00:00,1,0.074,low_pv_shortfall_tail,307
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 13:00:00,2,0.25,dct_risk_tail,465
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 13:00:00,3,0.446,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 13:00:00,4,0.164,typical,452
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 14:00:00,0,0.102,high_netload_tail,121
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 14:00:00,1,0.054,low_pv_shortfall_tail,444
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 14:00:00,2,0.17,dct_risk_tail,118
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 14:00:00,3,0.474,typical,12
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 14:00:00,4,0.2,typical,308
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 15:00:00,0,0.352,high_netload_tail,39
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 15:00:00,1,0.03,low_pv_shortfall_tail,238
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 15:00:00,2,0.206,dct_risk_tail,36
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 15:00:00,3,0.306,typical,475
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 15:00:00,4,0.106,typical,314
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 16:00:00,0,0.174,high_netload_tail,21
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 16:00:00,1,0.028,low_pv_shortfall_tail,56
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 16:00:00,2,0.352,dct_risk_tail,29
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 16:00:00,3,0.19,typical,67
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 16:00:00,4,0.256,typical,9
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 17:00:00,0,0.114,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 17:00:00,1,0.014,low_pv_shortfall_tail,206
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 17:00:00,2,0.336,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 17:00:00,3,0.2,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 17:00:00,4,0.336,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 18:00:00,0,0.368,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 18:00:00,1,0.098,low_pv_shortfall_tail,362
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 18:00:00,2,0.198,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 18:00:00,3,0.166,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 18:00:00,4,0.17,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 19:00:00,0,0.116,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 19:00:00,1,0.098,low_pv_shortfall_tail,77
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 19:00:00,2,0.432,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 19:00:00,3,0.166,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 19:00:00,4,0.188,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 20:00:00,0,0.432,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 20:00:00,1,0.094,low_pv_shortfall_tail,16
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 20:00:00,2,0.14,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 20:00:00,3,0.058,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 20:00:00,4,0.276,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 21:00:00,0,0.098,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 21:00:00,1,0.03,low_pv_shortfall_tail,187
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 21:00:00,2,0.48,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 21:00:00,3,0.254,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 21:00:00,4,0.138,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 22:00:00,0,0.34,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 22:00:00,1,0.062,low_pv_shortfall_tail,440
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 22:00:00,2,0.226,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 22:00:00,3,0.298,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 22:00:00,4,0.074,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 23:00:00,0,0.374,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 23:00:00,1,0.024,low_pv_shortfall_tail,481
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 23:00:00,2,0.294,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 23:00:00,3,0.172,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-29 23:00:00,4,0.136,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 00:00:00,0,0.108,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 00:00:00,1,0.024,low_pv_shortfall_tail,428
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 00:00:00,2,0.152,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 00:00:00,3,0.214,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 00:00:00,4,0.502,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 01:00:00,0,0.21,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 01:00:00,1,0.034,low_pv_shortfall_tail,81
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 01:00:00,2,0.21,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 01:00:00,3,0.316,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 01:00:00,4,0.23,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 02:00:00,0,0.172,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 02:00:00,1,0.094,low_pv_shortfall_tail,186
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 02:00:00,2,0.242,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 02:00:00,3,0.338,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 02:00:00,4,0.154,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 03:00:00,0,0.194,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 03:00:00,1,0.06,low_pv_shortfall_tail,7
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 03:00:00,2,0.208,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 03:00:00,3,0.46,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 03:00:00,4,0.078,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 04:00:00,0,0.356,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 04:00:00,1,0.054,low_pv_shortfall_tail,129
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 04:00:00,2,0.26,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 04:00:00,3,0.124,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 04:00:00,4,0.206,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 05:00:00,0,0.2,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 05:00:00,1,0.082,low_pv_shortfall_tail,244
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 05:00:00,2,0.252,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 05:00:00,3,0.146,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 05:00:00,4,0.32,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 06:00:00,0,0.354,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 06:00:00,1,0.018,low_pv_shortfall_tail,486
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 06:00:00,2,0.064,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 06:00:00,3,0.22,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 06:00:00,4,0.344,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 07:00:00,0,0.18,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 07:00:00,1,0.078,low_pv_shortfall_tail,427
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 07:00:00,2,0.274,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 07:00:00,3,0.128,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 07:00:00,4,0.34,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 08:00:00,0,0.186,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 08:00:00,1,0.062,low_pv_shortfall_tail,300
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 08:00:00,2,0.328,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 08:00:00,3,0.192,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 08:00:00,4,0.232,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 09:00:00,0,0.566,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 09:00:00,1,0.008,low_pv_shortfall_tail,232
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 09:00:00,2,0.214,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 09:00:00,3,0.064,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 09:00:00,4,0.148,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 10:00:00,0,0.1,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 10:00:00,1,0.074,low_pv_shortfall_tail,163
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 10:00:00,2,0.246,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 10:00:00,3,0.496,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 10:00:00,4,0.084,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 11:00:00,0,0.188,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 11:00:00,1,0.054,low_pv_shortfall_tail,201
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 11:00:00,2,0.248,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 11:00:00,3,0.194,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 11:00:00,4,0.316,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 12:00:00,0,0.052,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 12:00:00,1,0.108,low_pv_shortfall_tail,434
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 12:00:00,2,0.058,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 12:00:00,3,0.466,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 12:00:00,4,0.316,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 13:00:00,0,0.15,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 13:00:00,1,0.008,low_pv_shortfall_tail,81
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 13:00:00,2,0.306,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 13:00:00,3,0.126,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 13:00:00,4,0.41,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 14:00:00,0,0.032,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 14:00:00,1,0.046,low_pv_shortfall_tail,53
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 14:00:00,2,0.32,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 14:00:00,3,0.386,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 14:00:00,4,0.216,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 15:00:00,0,0.104,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 15:00:00,1,0.078,low_pv_shortfall_tail,285
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 15:00:00,2,0.056,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 15:00:00,3,0.172,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 15:00:00,4,0.59,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 16:00:00,0,0.184,high_netload_tail,0
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 16:00:00,1,0.048,low_pv_shortfall_tail,415
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 16:00:00,2,0.108,dct_risk_tail,499
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 16:00:00,3,0.344,typical,495
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 16:00:00,4,0.316,typical,494
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 17:00:00,0,0.03,high_netload_tail,391
ID_H24,structured_high,PV_TKM_LOWPV_SAFE,5,2024-12-30 17:00:00,1,0.168,low_pv_shortfall_tail,465
